"No.","Judul","Abstrak"
"11","PENGARUH PENYEBARAN BERITA HOAX DI MEDIA SOSIAL TIKTOK TERHADAP PERILAKU DIGITAL MAHASISWA GENERASI Z PTIK UNIVERSITAS NEGERI MAKASSAR","Ramadanti Adistianindi Ellys, 2025. Pengaruh Penyebaran Berita Hoax di Media Sosial TikTok Terhadap Perilaku Digital Mahasiswa Generasi Z PTIK Universitas Negeri Makassar. Skripsi. Jurusan Teknik Informatika dan Komputer, Fakultas Teknik. Universitas Negeri Makassar (dibimbing oleh Abdul Wahid dan Mustari Lamada). Penelitian ini bertujuan untuk mengetahui apakah terdapat pengaruh dari penyebaran berita hoax di media sosial tiktok terhadap perilaku digital mahasiswa generasi Z PTIK Univeritas Negeri Makassar dan perilaku digital apa yang paling dipengaruhi dengan menggunakan jenis penelitian ex-post facto dan pendekatan kuantitatif. Variabel bebas dalam penelitian ini adalah berita hoax, sementara variabel terikat adalah perilaku digital. Penelitian ini dilaksanakan di Universitas Negeri Makassar dimulai pada bulan Oktober hingga November 2024, sedangkan sampelnya berjumlah 78 orang yang diambil menggunakan sampel random sampling. Teknik analisis data yang digunakan yaitu analisis data deskriptif, uji normalitas, uji linearitas, uji koefisien korelasi, analisis regresi sederhana, dan uji determinasi. Berdasarkan nilai signifikansi koefisien korelasi sebesar 0,001 < 0,05, dan nilai rhitung = 0,373 yang berarti berita hoax berpengaruh signifikan terhadap perilaku digital. Dengan nilai koefisien determinasi (R square) sebesar 0,139 berarti berita hoax berpengaruh sebesar 13,9% terhadap perilaku digital mahasiswa. Berdasarkan uji nilai koefisien determinasi (R square) ketiga aspek perilaku digital yakni sikap, pengetahuan dan tindakan, diperoleh hasil nilai aspek sikap yang lebih besar yaitu 13,2% yang berarti berita hoax lebih berpengaruh terhadap sikap mahasiswa generasi Z PTIK Univeritas Negeri Makassar dalam merespons atau berpendapat tentang konten di media sosial TikTok dibandingkan pengetahuan atau tindakan nyata mahasiswa tersebut."
"12","PENGARUH PENGGUNAAN MEDIA SOSIAL TERHADAP PRESTASI AKADEMIK PESERTA DIDIK DI SMK NEGERI 2 GOWA","Penelitian ini bertujuan untuk menguji dampak penggunaan media sosial terhadap prestasi akademik peserta didik di SMKN 2 Gowa. Metode penelitian yang digunakan adalah penelitian korelasional kuantitatif. Dalam penelitian ini, variabel bebasnya adalah media sosial, sedangkan variabel terikatnya adalah prestasi akademik. Penelitian dilakukan di SMK Negeri 2 Gowa antara bulan Juli sampai dengan September 2024. Populasi penelitian ini adalah 72 peserta didik kelas XI jurusan TKJ di SMK Negeri 2 Gowa, sedangkan sampelnya berjumlah 30 yang merupakan peserta didik dari kelas XI TKJ B yang diambil menggunakan metode purposive sampling. Metode analisis yang digunakan meliputi analisis deskriptif seperti uji validitas, uji reliabilitas, uji normalitas, uji linearitas, analisis regresi sederhana, uji koefisien determinasi, dan uji korelasi. Hasil analisis data menunjukkan bahwa nilai koefisien sebesar 0,170 termasuk dalam kategori sangat lemah, sehingga hipotesis nol (H?) diterima. Berdasarkan analisis keputusan, dampak media sosial terhadap prestasi akademik hanya sebesar 31,8%, sedangkan 68,2% lainnya dipengaruhi oleh faktor-faktor tambahan yang tidak diteliti. Temuan ini menunjukkan bahwa, bahkan dengan hubungan yang diamati, dampak media sosial terhadap prestasi akademik tidaklah besar."
"13","PEMANFAATAN APLIKASI QUIZIZZ DALAM PENGUKURAN ASPEK KOGNITIF SISWA PADA MATA PELAJARAN INFORMATIKA DI SMK NEGERI 10 MAKASSAR","Shasa Inayah Vega, 2025. Pemanfaatan Aplikasi Quizizz dalam Mengukur Aspek Kognitif Siswa pada Mata Pelajaran Informatika di SMK Negeri 10 Makassar. Skripsi. Jurusan Teknik Informatika dan Komputer, Fakultas Teknik. Universitas Negeri Makassar (dibimbing oleh Fathahillah dan Ninik Rahayu Ashadi) Penelitian berjudul “Pemanfaatan aplikasi quizizz dalam pengukuran aspek kognitif siswa pada mata pelajaran informatika di SMK Negeri 10 Makassar” bertujuan untuk mengetahui bagaimana aplikasi quizizz dapat digunakan untuk mengukur aspek kognitif siswa saat mereka belajar informatika. Penelitian ini menggunakan quasi-eksperimen yang melibatkan dua kelompok: kelompok eksperimen menggunakan aplikasi quizizz sedangkan kelompok kontrol menggunakan metode konvensional. Hasil penelitian menunjukkan bahwa aplikasi quizizz meningkatkan hasil belajar siswa secara signifikan. Nilai rata-rata posttest kelompok eksperimen adalah 87,84, sedangkan nilai kontrol hanya 78,81. Nilai signifikansi p < 0,001 menunjukkan adanya perbedaan yang signifikan antara kedua kelompok. Temuan ini membuktikan bahwa aplikasi quizizz tidak hanya membuat pembelajaran lebih interaktif dan menarik, tetapi juga membantu siswa memahami materi dengan baik. Penelitian ini diharapkan dapat memberikan kontribusi terhadap pengembangan pendekatan pembelajaran berbasis teknologi serta menjadi referensi bagi penelitian selanjutnya di bidang pendidikan, khususnya yang berkaitan dengan pengukuran aspek kognitif siswa."
"14","EVALUASI LAYANAN APLIKASI BAPENDA SULSEL MOBILE DENGAN METODE END USER COMPUTING SATISFACTION (EUCS) TERHADAP KEPUASAN PENGGUNA","Ardiansyah, 2025. Evaluasi Layanan Aplikasi Bapenda Sulsel Mobile Dengan Metode End User Computing Satisfaction (EUCS) Terhadap Kepuasan Pengguna, Skripsi. Jurusan Teknik Informatika dan Komputer, Fakultas Teknik. Universitas Negeri Makassar. (dibimbing oleh Sugeng A. Karim dan Ninik Rahayu Ashadi). Penelitian ini adalah penelitian yang bertujuan untuk mengetahui persentase pengaruh dari setiap variabel content, accuracy, format, ease of use, dan timliness terhadap kepuasan pengguna aplikasi Bapenda Sulsel Mobile dan persentase pengaruh dari Metode End User Computing Satisfaction terhadap kepuasan pengguna aplikasi Bapenda Sulsel Mobile. Metode ini digunakan karena sesuai untuk evaluasi karena digunakan untuk mengukur tingkat kepuasan pengguna aplikasi dari sudut pandang pengguna. Populasi dalam penelitian ini adalah pengguna aplikasi Bapenda Sulsel Mobile yang berjumlah 903 orang, sedangkan sampelnya berjumlah 118 orang. Hasil penelitian diperoleh dengan memberikan angket kepada pengguna aplikasi Bapenda Sulsel Mobile. Berdasarkan hasil dari pengujian hipotesis terdapat empat variabel yang diterima atau berpengaruh terhadap kepuasan pengguna yaitu variabel content (4,3%), accuracy (15%), ease of use (3,4%), dan timeliness (6,6%) serta terdapat satu variabel yang ditolak yaitu format (0,5%). Sedangkan hasil analisis diperoleh pengaruh kelima variabel dari metode End User Computing Satisfaction yaitu content, accuracy, format, ease of use, dan timeliness terhadap kepuasan pengguna sebesar 26,7% sedangkan sisanya dipengaruhi oleh variabel lain sebesar 73,3%. Berdasarkan keseluruhan dari hasil penelitian dapat disimpulkan bahwa pengguna aplikasi Bapenda Sulsel Mobile merasa puas terhadap pelayanan aplikasi Bapenda Sulsel Mobile karena variabel content, accuracy, ease of use, dan timeliness berpengaruh terhadap kepuasan pengguna. Hasil penelitian ini, merekomendasikan pihak aplikasi Bapenda Sulsel Mobile perlu lebih meningkatkan variabel format kepada pengguna aplikasi Bapenda Sulsel Mobile agar kepuasan pengguna meningkat."
"15","MODIFIKASI ALGORITMA YOLOV7 DAN EASYOCR DISERTAI ROTASI UNTUK OPTIMALISASI PENDETEKSIAN PLAT KENDARAAN BERMOTOR KADALUARSA (Studi Kasus Plat Kendaraan Indonesia)","Sasmita. 2025. Modifikasi Algoritma YOLOv7 dan EasyOCR Disertai Rotasi untuk Pengoptimalan Pengidentifikasian Plat Kendaraan Bermotor Kadaluarsa (Studi Kasus Plat Kendaraan Indonesia). Skripsi. Jurusan Teknik Informatika dan Komputer, Fakultas Teknik. Universitas Negeri Makassar (dibimbing oleh Abdul Muis Mappaloteng dan Andi Baso Kaswar) Plat kendaraan bermotor yang masa berlaku telah habis merupakan salah satu tanda bahwa pembayaran pajak belum terpenuhi. Jadi perlu dilakukan proses pengidentifikasian terhadap plat kendaraan yang sudah habis masa berlakunya. Masalahnya untuk proses pengidentifikasian secara manual terhadap plat kendaraan sangat sulit dilakukan mengingat jumlah kendaraan bermotor di Indonesia yang sangat banyak. Oleh karena itu, dalam mengatasi tantangan tersebut, diperlukan bantuan teknologi untuk mendeteksi plat kendaraan yang telah habis masa berlakunya. Penelitian ini menggunakan sebuah pendekatan computer vision yang memodifikasi algoritma YOLOv7 dengan teknik EasyOCR disertai dengan rotasi gambar secara otomatis untuk mengenali karakter sehingga mampu mengidentifikasi masa berlaku pada plat kendaraan. Metode yang diusulkan kemudian diuji dan dibandingkan dengan metode lain melalui beberapa skenario. Hasilnya menunjukkan bahwa model deteksi objek yang diusulkan yaitu YOLOv7 menunjukkan performa yang sangat baik dibandingkan dengan model SSD-MobilNet V2 fpnlite. YOLOv7 memperoleh nilai precision, recall, dan F1-Score yang sempurna yaitu 1.00, serta nilai mAP yang sangat tinggi pada IoU 0.5 sebesar 0.99 dan masih cukup tinggi pada IoU 0.5:0.95 sebesar 0.89. Kemudian dilanjutkan dengan penerapan teknik pengenalan karakter yaitu EasyOCR disertai rotasi gambar mencapai akurasi tertinggi dibandingkan dengan metode lain yaitu 98%. Pada hasil penelitian ini juga, kombinasi model yang diusulkan cukup mampu diterapkan dalam mengidentifikasi masa berlaku plat kendaraan di Indonesia."
"16","Pengembangan Sistem Deteksi Pelanggaran Parkir Kendaraan Bermotor Berbasis Deep Learning dengan Integrasi Pemetaan ROI dan Luas Area Objek","Peningkatan jumlah pengguna kendaraan sepeda motor telah menyebabkan berbagai masalah signifikan, terutama di kawasan perkotaan, salah satunya adalah pelanggaran parkir. Pelanggaran parkir ini dapat mengakibatkan kemacetan, menghambat akses darurat, mengganggu jalur pejalan kaki, dan menciptakan ketidaknyamanan bagi pengguna jalan lainnya. Oleh karena itu, penelitian ini bertujuan untuk mengembangkan sistem yang mampu mendeteksi pelanggaran parkir kendaraan sepeda motor di area terbatas tanpa pengawasan dengan menggunakan YOLOv7. Area pembatasan parkir didefinisikan melalui Region of Interest (ROI), di mana pelanggaran teridentifikasi apabila luas area objek parkir yang terdeteksi dalam ROI melebihi 50%. Hasil penelitian menunjukkan bahwa perhitungan luas area objek dalam ROI serta penyesuaian nilai threshold confidence ke 0,5 dapat meningkatkan kinerja sistem, dengan perolehan recall sebesar 89,7%, precision sebesar 82,6%, dan F1-score sebesar 86,2%."
"17","Sistem Pakar Gaya Belajar Kolb dengan Metode Certainty Factor Berbasis Web","Penelitian ini adalah penelitian jenis Research & Development (R&D) yang menerapkan model pengembangan Waterfall dan bertujuan untuk : (1) Mengetahui bagaimana proses pengembangan Sistem Pakar Gaya Belajar Kolb dengan Metode Certainty Factor Berbasis Web, (2) Mengetahui bagaimana hasil pengembangan Sistem Pakar Gaya Belajar Kolb dengan Metode Certainty Factor Berbasis Web, dan (3) Mengetahui pengujian Sistem Pakar Gaya Belajar Kolb dengan Metode Certainty Factor Berbasis Web. Sistem ini menggunakan metode Certainty Factor untuk mengidentifikasi gaya belajar siswa. Sistem dibangun menggunakan Visual Studio Code dengan bahasa pemrograman HTML, PHP, JavaScript, dan CSS. Teknik pengumpulan data meliputi studi pustaka, dokumentasi, wawancara, dan kuesioner. Hasil dari penelitian ini berupa sistem pakar berbasis web bernama “Koexs” untuk mengidentifikasi gaya belajar siswa. Pengujian sistem menggunakan standar pengujian perangkat lunak ISO 25010 pada aspek functional suitability, usability, dan compability. Hasil pengujian menunjukkan bahwa pada aspek functional suitability, seluruh fitur berfungsi baik dengan nilai feature completeness sebesar 1. Pada aspek usability, 1 responden (1,47%) menyatakan kurang layak, 3 responden (4,41%) menyatakan cukup layak, 28 responden (41,18%) menyatakan layak, dan 36 responden (52,94%) menyatakan sangat layak. Berdasarkan pengujian ini, sistem dinyatakan sangat layak dengan persentase sebesar 82,98%. Sedangkan pada aspek compability menunjukkan bahwa sistem dapat beradaptasi dengan baik di berbagai browser. Sistem ini juga memiliki nilai akurasi sebesar 80% pada pengujian akurasi sistem."
"18","Smart Home Monitoring Pagar Rumah Menggunakan Pengenalan Wajah Berbasis IoT","Ega Nurwani, 2025. Smart Home Monitoring Pagar Rumah Menggunakan Wajah Berbasis Internet Of Things. Skripsi, Jurusan Teknik Informatika Dan Komputer, Fakultas Teknik, Universitas Negeri Makassar (dibimbing oleh Jumadi M Parenreng Dan Muliadi). Perkembangan Teknologi menjadi sangat penting dalam kehidupan modern termasuk bidang keamanan. Saat ini semakin banyak peralatan peralatan maupun sistem keamanan canggih berbasis teknologi yang mutakhir, semakin tingginya angka kriminalitas terutama pencurian dan perampokan mendorong diperlukanya system keamanan yang lebih efektif dan efisien. Penelitian ini bertujuan untuk membangun sebuah prototype smart home monitoring pagar rumah menggunakan penggenalan wajah bebasis Internet of Things. Dataset yang diperlukan dalam penelitian ini sebanyak 11.500 data wajah ke dalam 5 kategori. Penggenalan wajah menggunakan OpenCV berbasis library open source untuk computer vision dan menggunakan metode Haarcascade untuk ekstraksi ciri serta metode klasifikasi yang memakai bahasa pemrogaman Python Pengujian dilakukan sebanyak 122 data sampel dan menghasilkan nilai accuracy sebesar 86%, serta rata rata respon telegram selama 7 detik, sehingga dapat memantau pagar rumah secara realtime."
"19","Pengembangan Sistem Absensi Guru Menggunakan QR Code Berbasis Web di SDN 21 Sanggalea","Penelitian ini bertujuan untuk mengembangkan sistem absensi berbasis QR Code di SDN 21 Sanggalea menggunakan metode pengembangan Waterfall dan arsitektur PERN stack (PostgreSQL, Express.js, React.js, Node.js). Sistem ini dirancang untuk menggantikan metode manual yang kurang efisien dan rentan terhadap kecurangan. Pengujian sistem dilakukan menggunakan delapan karakteristik ISO 25010. Hasil pengujian menunjukkan bahwa sistem absensi QR Code ini memenuhi standar kualitas perangkat lunak. Kesesuaian fungsional mendapatkan skor 100%. Pengujian kebergunaan dengan 22 responden memperoleh nilai 89,29%. Pengujian efisiensi kinerja menunjukkan hasil yang sangat baik pada desktop namun memerlukan optimasi untuk tampilan mobile, serta waktu respon API server yang sangat cepat. Aspek keamanan dinilai cukup aman dengan tidak adanya ancaman risiko tinggi. Sistem juga dinyatakan memenuhi pengujian kesesuaian dan portabilitas dengan sistem dapat dijalankan di berbagai platform dan perangkat tanpa error, dengan tingkat keberhasilan pengujian keandalan sebesar 100%. Terakhir, pada aspek pemeliharaan, desain sistem menggunakan pendekatan modular di sisi backend dan berbasis komponen di sisi frontend, yang mempermudah proses pengembangan, serta penambahan fitur di masa depan. Dengan demikian, sistem absensi QR Code berbasis web ini dinyatakan layak digunakan. Sistem ini memenuhi standar kualitas perangkat lunak dan efektif untuk meningkatkan efisiensi pencatatan kehadiran."
"20","PENGARUH MODEL PEMBELAJARAN PROJECT-BASED LEARNING TERHADAP HASIL BELAJAR SISWA KELAS VII PADA MATA PELAJARAN TIK DI MTs MURSYIDUL AWWAM CENRANA","Penelitian ini bertujuan untuk: (1) mengetahui apakah ada pengaruh model pembelajaran Project-Based Learning terhadap hasil belajar siswa kelas VII pada mata pelajaran TIK di MTs Mursyidul Awwam Cenrana; dan (2) mengetahui bagaimana pengaruh model pembelajaran Project-Based Learning terhadap hasil belajar siswa kelas VII pada mata pelajaran TIK di MTs Mursyidul Awwam Cenrana. Penelitian ini adalah jenis data kuantitatif. Desain penelitian yang digunakan adalah metode quasi-experimental design tipe one group pretest posttest. Populasi dalam penelitian ini adalah siswa kelas VII MTs Mursyidul Awwam Cenrana yang jumlah siswanya sebanyak 22. Pengambilan sampel yang digunakan adalah metode sensus atau sampling total. Sampel dalam penelitian ini berjumlah 22 siswa. Teknik pengumpulan data pada penelitian ini adalah tes bentuk pilihan ganda. Data yang terkumpul dianalisis dengan statistik deskriptif dan statistik inferensial. Hasil analisis data menunjukkan bahwa: (1) hasil pembelajaran TIK sebelum penerapan model pembelajaran Project-Based Learning pada siswa kelas VII MTs Mursyidul Awwam Cenrana dikategorikan tidak terampil dengan nilai rata-rata 42,27. Kemudian hasil pembelajaran TIK setelah penerapan model pembelajaran Project-Based Learning pada siswa kelas VII MTs Mursyidul Awwam Cenrana dikategorikan terampil sekali dengan nilai rata-rata 79,77; (2) Hasil uji hipotesis diketahui bahwa nilai sig.(2-tailed) sebesar 0,000 < 0,05, maka dapat disimpulkan bahwa hipotesis alternatif (Ha) diterima, yaitu terdapat pengaruh model pembelajaran Project-Based Learning terhadap hasil belajar siswa kelas VII pada mata pelajaran TIK di MTs Mursyidul Awwam Cenrana."
"21","Pengembangan E-Modul Berbasis Aplikasi Android Pada Mata Kuliah Proyek Animasi Program Studi Pendidikan Teknik Informatika dan Komputer","Penelitian ini bertujuan untuk mengetahui validitas, kepraktisan, dan efektivitas Pengembangan E-Modul Berbasis Aplikasi Android Pada Mata Kuliah Proyek Animasi Program Studi Pendidikan Teknik Informatika dan Komputer. Penelitian ini menggunakan metode penelitian R&D (Research and Development), dengan menggunakan model 4-D. Subjek pada penelitian ini adalah mahasiswa Jurusan Teknik Informatika dan Komputer yang telah memprogram mata kuliah Proyek Animasi. Instrumen pengumpulan data dilakukan melalui uji validasi, angket respon mahasiswa, dan instrumen penilaian hasil penggunaan e-modul. Teknik analisis data yang digunakan adalah analisis data deskriptif. Hasil dari penelitian ini yaitu menunjukkan bahwa e-modul pembelajaran mata kuliah Proyek Animasi Jurusan Teknik Informatika dan Komputer Fakultas Teknik Universitas Negeri Makassar, berada pada nilai persentase 97% dengan kategori sangat valid. E-modul pembelajaran mata kuliah Proyek Animasi dinyatakan praktis dari hasil analisis respon mahasiswa dengan nilai persentase 83% dengan kategori sangat praktis. E-modul Pembelajaran Proyek Animasi dinyatakan efektif karena ditinjau dari hasil penggunaan mahasiswa mencapai ketuntasan 100% dengan kategori sangat baik sehingga dinyatakan efektif. Berdasarkan data tersebut dapat disimpulkan bahwa E-modul Pembelajaran Mata Kuliah Proyek Animasi dapat diterima untuk digunakan sebagai media dalam kegiatan pembelajaran di Jurusan Teknik Informatika dan Komputer Fakultas Teknik Universitas Negeri Makassar."
"22","PENGARUH PENGGUNAAN E-MODUL TERHADAP HASIL BELAJAR SISWA PADA MATA PELAJARAN INFORMATIKA KELAS VIII SMP NEGERI 1 PANGSID","Penelitian ini bertujuan untuk mengetahui seberapa besar pengaruh penggunaan E Modul terhadap hasil belajar siswa pada mata Pelajaran informatika SMP Negeri 1 Pangsid. Jenis penelitian ini adalah penelitian eksperimen dengan desain penelitian Pretest-Posttest Design. Populasi dalam penelitian ini siswa kelas VIII SMP Negeri 1 Pangsid. Teknik sampling penelitian menggunakan teknik simple random sampling. Sampel pada penelitian ini adalah kelas VIII.1 sebagai kelas eksperimen dengan jumlah 32 siswa dan VIII.2 sebagai kelas kontrol dengan jumlah 32 siswa. Instrument penelitian yang digunakan untuk memperoleh data adalah observasi dan tes hasil belajar. Teknik analisis data dan pengolahan yang digunakan adalah statistik deskriptif dan untuk pengujian hipotesis yakni uji normalitas, uji homogenitas dan uji Independent Sample T Test. Hasil penelitian menunjukkan Rata-rata nilai hasil belajar kelas Eksperimen lebih tinggi dari hasil belajar kelas Kontrol yaitu untuk kelas Eksperimen sebesar 91,53 dan untuk kelas Kontrol sebesar 77,75. Rata-rata nilai peningkatan hasil belajar kelas Eksperimen lebih tinggi dibanding kelas Kontrol yaitu untuk kelas Eksperimen sebesar 0,81 dan berada pada kategori tinggi sedangkan untuk kelas Kontrol sebesar 0,50 dimana hanya berada pada kategori sedang. Serta hasil pengujian hipotesis menggunakan uji Independent Sample T Test Dimana diperoleh nilai thitung = 15,455 > ttabel = 1,999, maka H0 diterima atau H1 ditolak. Ini berarti bahwa terdapat pengaruh penggunaan E-Modul terhadap hasil belajar siswa. Berdasarkan hasil penelitian ini menunjukkan bahwa penggunaan E-Modul dalam pembelajaran informatika memberikan pengaruh positif terhadap hasil belajar siswa. Oleh karena itu disarankan kepada kepada pihak sekolah dan guru lebih aktif mengembangkan dan memanfaatkan E-Modul sebagai media pembelajaran agar siswa termotivasi untuk membaca dan lebih aktif dalam proses pembelajaran dan mendapat hasil belajar yang baik sesuai dengan kriteria ketuntasan minimal(KKM)."
"23","Pengembangan E-Modul Pada Mata Pelajaran Informatika di UPT SMP Negeri Tanabau No. 14 Kepulauan Selayar","Esty Nafilah Putri, 2024. Pengembangan E-Modul Pada Mata Pelajaran Informatika di UPT SMP Negeri Tanabau No. 14 Kepulauan Selayar. Skripsi. Jurusan Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar (dibimbing oleh Hj. Dyah Darma Andayani dan Fathahillah). Penelitian ini bertujuan untuk mengembangan e-modul pada mata pelajaran Informatika. Penelitian ini menggunakan metode Research and Development (R&D) dengan model pengembangan 4D (Four-D) yang meliputi tahap Pendefinisian (Define), Perencanaan (Design), Pengembangan (Development), dan Penyebaran (Disseminate). Berdasarkan hasil penelitian, e-modul ini dinyatakan valid dengan hasil validasi materi memperoleh nilai 98% yang termasuk kategori “Sangat Valid” dan hasil validasi media mendapatkan nilai 99% yang juga termasuk kategori “Sangat Valid”. E-modul ini juga dinyatakan praktis dengan hasil uji coba kelompok kecil dengan nilai 89% yang termasuk kategori “Sangat Praktis” dan uji coba kelompok besar dengan nilai 93% yang juga berada dalam kategori “Sangat Praktis”. Kesimpulannya, e-modul ini dinyatakan sangat layak dan memadai untuk digunakan dalam proses pembelajaran mata pelajaran informatika utamanya dalam proses pembelajaran mandiri."
"24","PENGEMBANGAN E-MODUL MATA KULIAH SISTEM DIGITAL PADA JURUSAN TEKNIK INFORMATIKA DAN KOMPUTER","Penelitian ini dilakukan di Jurusan Teknik Informatika dan Komputer, Fakultas Teknik, Universitas Negeri Makassar menggunakan metode R&D (Research and Development), dengan mengacu pada model pengembangan ADDIE (Analysis, Design, Development, Implementation, Evaluation). Subjek pada penelitian ini adalah mahasiswa Jurusan Teknik Informatika dan Komputer yang telah memprogram mata kuliah sistem digital. Objek penelitian ini merupakan e-modul pembelajaran. Adapun instrumen yang digunakan untuk penilaian kelayakan e-modul yaitu meliputi lembar penilaian kelayakan ahli materi, lembar penilaian ahli media, lembar penilaian instrumen dan angket responden terhadap penggunaan e-modul. Hasil pengujian dengan perolehan keseluruhan aspek oleh ahli materi dan ahli media sebesar 96% dan 97%. Hasil pengujian kepraktisan didapatkan 90% dengan kategori sangat praktis. Kemudian pengujian efektifitas mendapatkan nilai N-Gain 0,90 dengan ketuntasan klasikal efektivitas 100% dengan kategori sangat baik sehingga dinyatakan efektif. Berdasarkan data yang diperoleh, dapat disimpulkan bahwa e-modul pembelajaran untuk mata kuliah sistem digital layak diterima dan diimplementasikan sebagai media pembelajaran di Jurusan Teknik Informatika dan Komputer Fakultas Teknik Universitas Negeri Makassar."
"25","ANALISIS KEMAMPUAN PENGGUNAAN BAHASA PEMROGRAMAN ANTARA MAHASISWA LULUSAN SMA DAN SMK PADA PROGRAM STUDI PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER UNIVERSITAS NEGERI MAKASSAR","Muh. Rival Basir, 2025. Analisis Kemampuan Penggunaan Bahasa Pemrograman Antara Mahasiswa Lulusan SMA dan SMK pada Program Studi Pendidikan Teknik Informatika Dan Komputer Universitas Negeri Makassar. Skripsi. Jurusan Teknik Informatika dan Komputer, Fakultas Teknik, Universitas Negeri Makassar. (dibimbing oleh Ruslan dan Mustari S. Lamada) Penelitian ini bertujuan untuk menganalisis perbedaan kemampuan penggunaan bahasa pemrograman antara mahasiswa lulusan SMA dan SMK di Program Studi Pendidikan Teknik Informatika dan Komputer (PTIK) Universitas Negeri Makassar. Menggunakan pendekatan deskriptif kuantitatif dengan desain ex post facto, penelitian ini mengukur lima indikator kemampuan pemrograman: pemahaman sintaks, implementasi algoritma, keterampilan debugging, pemecahan masalah, dan efisiensi kode. Sampel terdiri dari 88 mahasiswa PTIK angkatan 2022 dan 2023 yang dipilih melalui proportionate stratified random sampling. Hasil penelitian menunjukkan bahwa secara keseluruhan, mahasiswa lulusan SMK memiliki kemampuan pemrograman yang lebih tinggi dibandingkan lulusan SMA. Namun, ditemukan fenomena yang menarik pada indikator efisiensi kode, mahasiswa SMA angkatan 2023 menunjukkan performa lebih baik dengan rata-rata 1,9 dibandingkan 1,5 pada mahasiswa SMK. Berdasarkan kajian teoritis dan temuan penelitian sebelumnya, perbedaan ini diduga disebabkan oleh penguatan logika matematika dan pendekatan teoritis dalam kurikulum SMA, sementara keunggulan SMK pada aspek praktis terkait dengan orientasi kurikulum berbasis praktik."
"26","PENGARUH MEDIA PEMBELAJARAN PHYSICS EDUCATION TECHNOLOGY (PhET) TERHADAP HASIL BELAJAR SISWA PADA MATA PELAJARAN FISIKA KELAS XI IPA DI SMAN 4 SIDRAP","Penelitian ini dilakukan di SMAN 4 Sidrap yang bertujuan untuk mengetahui: (1) Pengaruh media pembelajaran Physics Education Technology (PhET) terhadap hasil belajar siswa pada mata pelajaran fisika kelas XII MIPA di SMAN 4 SIDRAP. (2) Mengukur tingkat persepsi siswa terhadap penggunaan media pembelajaran Physics Education Technology (PhET). Penelitian ini menggunakan metode penelitian kuantitatif dengan desain true eksperiment dengan jenis pre-test dan pos-test. Populasi dari penelitian ini 71 siswa kelas XI SMAN 4 Sidrap dengan sampel yang diambil sebanyak 50 orang siswa kelas XI IPA SMAN 4 Sidrap. Variabel pada penelitian ini ada 2 yaitu penggunaan aplikasi Physics Education Technology (PhET) (Variabel bebas) dan hasil belajar Fisika siswa kelas XI (Variabel terikat). Teknik pengumpulan data menggunakan dokumentasi, tes dan angket. Data hasil tes yang dikumpulkan dianalisis menggunakan Uji-t. Adapun hasil yang didapatkan dari penelitian ini yaitu (1) Penggunaan media pembelajaran Physics Education Technology (PhET) berpengaruh cukup efektif (57,8%) terhadap hasil belajar fisika, hasil uji-t menunjukkan sig 0,006 < 0,05 artinya terdapat pengaruh penggunaan media pembelajaran Physics Education Technology terhadap hasil belajar fisika kelas XI di SMAN 4 Sidrap. (2) Hasil respon siswa terhadap penggunaan media pembelajaran Physics Education Technology (PhET) pada mata pelajaran Fisika adalah 56% dengan kategori baik. Berdasarkan hasil analisis data penelitian ini dapat disimpulkan bahwa terdapat pengaruh media pembelajaran Physics Education Technology (PhET) terhadap hasil belajar fisika kelas XI di SMAN 4 Sidrap."
